날짜,지점,평균기온(℃),최저기온(℃),최고기온(℃)
2017-05-18,192,18.8,9.9,28.4
2017-05-19,192,20.3,10.7,29.8
2017-05-20,192,19.6,11.1,27.5
2017-05-21,192,19.3,12,26.9
2017-05-22,192,19.6,11,28.3
2017-05-23,192,18.9,11.3,25.6
2017-05-24,192,20.2,15.9,25.2
2017-05-25,192,21.5,14.6,30.4
2017-05-26,192,17.4,8.6,24.5
2017-05-27,192,17.5,8.4,25.4
2017-05-28,192,18.7,10.5,26.3
2017-05-29,192,23.5,12.6,34.4
2017-05-30,192,23.4,13.7,32.8
2017-05-31,192,21.3,16.2,27.7
2017-06-01,192,23.4,18.9,29.6
2017-06-02,192,20,11.7,27.6
2017-06-03,192,21.1,14.9,28.1
2017-06-04,192,19.8,10.8,29.4
2017-06-05,192,19.5,11.8,28.5
2017-06-06,192,17.2,14.2,22.2
2017-06-07,192,19.6,16,24.5
2017-06-08,192,21.3,12.6,29.5
2017-06-09,192,22.6,14.1,30.7
2017-06-10,192,22,14.5,28.5
2017-06-11,192,20.6,16.4,27
2017-06-12,192,19,14.7,24.6
2017-06-13,192,18.8,12.8,27.5
2017-06-14,192,20.9,13.6,28.9
2017-06-15,192,23.3,13.5,32.6
2017-06-16,192,21.8,15,28.6
2017-06-17,192,22,14.6,30.9
2017-06-18,192,22.6,14.5,32.7
2017-06-19,192,24.1,15.5,33
2017-06-20,192,21.2,17.4,26
2017-06-21,192,22.5,17.1,29.5
2017-06-22,192,23.5,17,31.3
2017-06-23,192,23.8,18,31.5
2017-06-24,192,23.1,16.6,29.2
2017-06-25,192,23.3,18.7,27.9
2017-06-26,192,21.7,20,24.7
2017-06-27,192,22.8,19.4,27.4
2017-06-28,192,23.4,17.3,30.8
2017-06-29,192,22,19,25.6
2017-06-30,192,24.1,20.2,28.2
2017-07-01,192,25.9,23.6,31.7
2017-07-02,192,26,23.6,28.7
2017-07-03,192,26.6,25.2,29.6
2017-07-04,192,26.1,24.1,31.5
2017-07-05,192,25.8,22.9,31.5
2017-07-06,192,24.8,22.7,28.1
2017-07-07,192,25.2,22.6,29.4
2017-07-08,192,25.5,24.2,30.2
2017-07-09,192,26.8,23.6,31.7
2017-07-10,192,26.9,25.7,29
2017-07-11,192,26.1,23.3,28.2
2017-07-12,192,27.4,23,33.8
2017-07-13,192,26.8,21,33.3
2017-07-14,192,26.7,23.3,33.5
2017-07-15,192,27,23.8,29.9
2017-07-16,192,28.8,25.3,33.8
2017-07-17,192,26.6,23.1,32
2017-07-18,192,26.7,22.8,31.1
2017-07-19,192,27.8,22.7,34.5
2017-07-20,192,28.5,23.2,34.7
2017-07-21,192,30.2,24.7,36.3
2017-07-22,192,30,25.4,36.7
2017-07-23,192,29,25.5,33.2
2017-07-24,192,29.7,25.2,35.2
2017-07-25,192,27.3,24.1,34.1
2017-07-26,192,26.1,21.2,32.8
2017-07-27,192,25.7,18.2,33.3
2017-07-28,192,27.2,20.4,34.6
2017-07-29,192,25.9,23.8,29.4
2017-07-30,192,26.8,23.4,31.7
2017-07-31,192,26.2,23.6,31.2
2017-08-01,192,27.3,23.2,34
2017-08-02,192,26.9,23.8,32.6
2017-08-03,192,27.5,21.8,33.9
2017-08-04,192,28.9,23.6,35.1
2017-08-05,192,29.6,23.5,36.3
2017-08-06,192,30.9,24.2,36.9
2017-08-07,192,30.5,25,37.1
2017-08-08,192,28,21.8,32.7
2017-08-09,192,26.7,24.7,30.7
2017-08-10,192,28.8,25.2,34.6
2017-08-11,192,26.6,22.5,34
2017-08-12,192,25.8,21.2,31.2
2017-08-13,192,24.1,21.2,27.6
2017-08-14,192,22,21.2,23
2017-08-15,192,22.8,21.8,23.8
2017-08-16,192,26.3,23,31.7
2017-08-17,192,26.8,23.2,32.4
2017-08-18,192,26.6,23,31.6
2017-08-19,192,25.7,22.5,29
2017-08-20,192,24.8,23.2,28.9
2017-08-21,192,25.3,22.9,30
2017-08-22,192,26.1,23.1,30.1
2017-08-23,192,28.3,24.2,32.7
2017-08-24,192,29.4,26.8,32.4
2017-08-25,192,27.6,21.5,33.3
2017-08-26,192,23.6,16.6,31.4
2017-08-27,192,22.9,14.8,30.5
2017-08-28,192,24.9,18.3,30.7
2017-08-29,192,26.9,20.7,31.8
2017-08-30,192,22.3,18.3,27.5
2017-08-31,192,21.9,14.4,29.3
2017-09-01,192,22.7,17.6,28.5
2017-09-02,192,20.2,13.4,25.5
2017-09-03,192,21.5,13.7,28.3
2017-09-04,192,21.8,18,26.8
2017-09-05,192,21.5,18.8,24.2
2017-09-06,192,20.8,17.8,23.9
2017-09-07,192,20.6,17.9,25.9
2017-09-08,192,22.3,16.1,30.1
2017-09-09,192,22.2,16.8,30
2017-09-10,192,22.6,16.9,29.7
2017-09-11,192,20.9,19.2,23.7
2017-09-12,192,22.9,17.2,30.9
2017-09-13,192,20.6,12.5,29.3
2017-09-14,192,20.3,12.6,27.8
2017-09-15,192,20,14.5,25
2017-09-16,192,21.5,18.3,24.5
2017-09-17,192,22.2,17.6,26.2
2017-09-18,192,20.8,15.5,28.7
2017-09-19,192,21.7,14,28.2
2017-09-20,192,20.6,13.5,26
2017-09-21,192,18.2,10.6,26.8
2017-09-22,192,19.3,13.7,27.6
2017-09-23,192,19.6,13.9,27.2
2017-09-24,192,20.5,13.2,29.1
2017-09-25,192,21.7,15.3,29.4
2017-09-26,192,22.1,17.4,28.6
2017-09-27,192,19.2,17.4,20.7
2017-09-28,192,20.1,12.1,27.3
2017-09-29,192,15.8,9.9,23.3
2017-09-30,192,15.7,7.2,26.5
2017-10-01,192,14.9,9.5,18
2017-10-02,192,21.1,17.4,26.1
2017-10-03,192,20.7,16.2,27.5
2017-10-04,192,18.6,16.1,24.2
2017-10-05,192,16.9,14.4,20.2
2017-10-06,192,16.2,13.7,19.1
2017-10-07,192,18.8,13.9,24.5
2017-10-08,192,20.4,15.3,27.6
2017-10-09,192,20.9,15.1,28.6
2017-10-10,192,21.6,17,29.2
2017-10-11,192,21.1,17.5,26.6
2017-10-12,192,14.4,12.3,18
2017-10-13,192,14.3,8.6,22.2
2017-10-14,192,15.8,10.6,22
2017-10-15,192,14.7,11.9,18
2017-10-16,192,15.6,11.6,18.7
2017-10-17,192,14.9,10.4,21.6
2017-10-18,192,15.9,11.8,19
2017-10-19,192,16.6,11.4,22.2
2017-10-20,192,15.9,9.5,23.2
2017-10-21,192,15.7,8.9,22.9
2017-10-22,192,17.7,14.6,22.8
2017-10-23,192,14.9,11.1,20.1
2017-10-24,192,11.4,7.3,17.8
2017-10-25,192,11.3,4.3,21.1
2017-10-26,192,11.8,5.3,21.2
2017-10-27,192,13.1,7.1,22.9
2017-10-28,192,16.1,8.3,20.8
2017-10-29,192,15.1,7.8,22.3
2017-10-30,192,9,2,17.8
2017-10-31,192,8.1,-1.1,18.9
2017-11-01,192,9.9,1,20
2017-11-02,192,11,4.4,19.7
2017-11-03,192,12.1,4.8,21.6
2017-11-04,192,8.8,2.7,16.2
2017-11-05,192,6.7,-0.4,17.6
2017-11-06,192,8.2,-1.1,19
2017-11-07,192,13,3.7,19.4
2017-11-08,192,15.3,10.8,22.8
2017-11-09,192,9.8,1.6,19.7
2017-11-10,192,12.7,3.8,21
2017-11-11,192,8.6,1,15.9
2017-11-12,192,5.6,-1.8,16.1
2017-11-13,192,8.1,-0.5,16.2
2017-11-14,192,10.2,3.5,18.5
2017-11-15,192,6.1,-0.2,14.3
2017-11-16,192,3.4,-2.7,11.9
2017-11-17,192,5.9,-2.3,13.4
2017-11-18,192,5.3,-0.4,9.9
2017-11-19,192,3.4,-1.3,9
2017-11-20,192,4.5,-0.8,11.1
2017-11-21,192,2.7,-4.3,12
2017-11-22,192,6.5,-0.8,13.3
2017-11-23,192,3.5,-1.9,9.2
2017-11-24,192,2.3,-4.5,10.7
2017-11-25,192,2.9,-3.4,10.6
2017-11-26,192,7.2,0,16.6
2017-11-27,192,5.2,-1.7,14.5
2017-11-28,192,8.4,0.2,18.1
2017-11-29,192,9.4,2.5,16.8
2017-11-30,192,6.1,1.2,11
2017-12-01,192,1.2,-4.7,8.3
2017-12-02,192,-0.6,-7.2,8.8
2017-12-03,192,2.4,-5.6,12.8
2017-12-04,192,3.3,-2.9,10.8
2017-12-05,192,-1.4,-6.4,5.2
2017-12-06,192,-0.2,-7.8,9.4
2017-12-07,192,2,-5.8,11.6
2017-12-08,192,0.7,-3.6,4.8
2017-12-09,192,0.9,-6.1,8.5
2017-12-10,192,3.8,-1.9,10.8
2017-12-11,192,0.6,-3.2,4.7
2017-12-12,192,-2.7,-6,1.8
2017-12-13,192,-3.2,-10,3.7
2017-12-14,192,-2.9,-12,6
2017-12-15,192,-0.3,-8.6,9.2
2017-12-16,192,0,-3.4,4.5
2017-12-17,192,-2.3,-6.6,4.1
2017-12-18,192,0.7,-9.7,8.2
2017-12-19,192,-0.1,-6.5,5.9
2017-12-20,192,-1.9,-9.3,6.6
2017-12-21,192,-1.1,-7.9,9.6
2017-12-22,192,-0.9,-9.7,10.4
2017-12-23,192,0.9,-6.3,11.8
2017-12-24,192,5.3,0.2,12.9
2017-12-25,192,2,-3.7,6.8
2017-12-26,192,0.4,-5.9,8
2017-12-27,192,-1.4,-8.7,4.7
2017-12-28,192,-1.6,-7.8,5.4
2017-12-29,192,2.1,-5.8,11.3
2017-12-30,192,1.7,-3.9,6.1
2017-12-31,192,3.7,-0.8,7.8
2018-01-01,192,0.9,-5.5,7.7
2018-01-02,192,0.7,-7.5,9.4
2018-01-03,192,2,-3.3,6.9
2018-01-04,192,1.4,-2.3,5.6
2018-01-05,192,2.4,-2.7,8.6
2018-01-06,192,-0.3,-6.7,9.5
2018-01-07,192,-0.3,-7,6.2
2018-01-08,192,3.2,-0.1,5.3
2018-01-09,192,1.8,-0.6,5.2
2018-01-10,192,-1.7,-4.7,1
2018-01-11,192,-5.4,-10,0.4
2018-01-12,192,-6.4,-13.2,0
2018-01-13,192,,-12.1,6.6
2018-01-14,192,-1.1,-8.5,9
2018-01-15,192,3.8,-2.6,14.8
2018-01-16,192,2.9,-2.4,6.1
2018-01-17,192,4.5,0.7,10.7
2018-01-18,192,2.9,-1.8,11.5
2018-01-19,192,1,-4.5,11.2
2018-01-20,192,0,-7.2,9.7
2018-01-21,192,1.1,-6,9.8
2018-01-22,192,4.7,-0.1,9.5
2018-01-23,192,-3.1,-8.2,5.2
2018-01-24,192,-6.6,-9.9,-1.6
2018-01-25,192,-5.6,-11.6,-0.5
2018-01-26,192,-5.7,-10.8,0.1
2018-01-27,192,-4.7,-13.5,4.4
2018-01-28,192,0.5,-3.6,6
2018-01-29,192,-2.9,-8.3,2.8
2018-01-30,192,-4.1,-11.2,3.4
2018-01-31,192,-1.8,-9.5,5
2018-02-01,192,-1.2,-8.1,7.7
2018-02-02,192,-1.9,-9.1,6.4
2018-02-03,192,-3.6,-9.7,1.6
2018-02-04,192,-4.5,-8.1,-0.8
2018-02-05,192,-5,-11.7,-0.4
2018-02-06,192,-5.3,-10,-1.2
2018-02-07,192,-6.1,-14.3,2.9
2018-02-08,192,-3.7,-12.7,6.7
2018-02-09,192,3,-5.2,11.1
2018-02-10,192,3.3,-1.7,10
2018-02-11,192,-1.4,-5,3
2018-02-12,192,-1.8,-7,2.2
2018-02-13,192,0.3,-6.7,7.6
2018-02-14,192,5.1,-4.8,14.7
2018-02-15,192,5,-0.2,12.5
2018-02-16,192,3.4,-3.2,10.9
2018-02-17,192,2.5,-5.9,10.7
2018-02-18,192,3.1,-4.5,10.7
2018-02-19,192,4.3,-1.1,11.5
2018-02-20,192,4.3,-5.4,13.2
2018-02-21,192,2.9,-3.9,6.9
2018-02-22,192,0.3,-8,8.7
2018-02-23,192,2.7,-6.8,11.7
2018-02-24,192,5.5,-3.4,14.4
2018-02-25,192,6.2,-0.6,13
2018-02-26,192,4.5,-5,15.3
2018-02-27,192,5.6,-3.5,15.2
2018-02-28,192,5.9,2,9.4
2018-03-01,192,5.2,-0.8,10.6
2018-03-02,192,2.9,-3.2,11.2
2018-03-03,192,6.9,-1.8,16.9
2018-03-04,192,9.4,3.8,14.1
2018-03-05,192,6.8,3.7,11.5
2018-03-06,192,6,-0.4,13.2
2018-03-07,192,4.7,0.5,8.2
2018-03-08,192,4.7,2.2,8.4
2018-03-09,192,5.3,1,10
2018-03-10,192,6.3,-0.3,13.7
2018-03-11,192,6.2,-1.9,15.1
2018-03-12,192,7.6,-1.8,16.7
2018-03-13,192,10.2,0.6,19.6
2018-03-14,192,13.3,4.7,21.5
2018-03-15,192,14.3,10,16.1
2018-03-16,192,6.8,1.8,13.9
2018-03-17,192,4.9,-1.7,13.6
2018-03-18,192,6.8,0,11.6
2018-03-19,192,9,5.6,12
2018-03-20,192,5.6,0.7,10.1
2018-03-21,192,1.9,0.1,3.4
2018-03-22,192,6,0.8,14.2
2018-03-23,192,6.4,-2.2,16.3
2018-03-24,192,8.7,-0.2,18.4
2018-03-25,192,10.8,0.9,20.7
2018-03-26,192,11.5,1.3,22
2018-03-27,192,12.3,2.2,22.7
2018-03-28,192,13.4,3.4,23.3
2018-03-29,192,14.1,5.9,24
2018-03-30,192,12.3,7.2,20.7
2018-03-31,192,12.4,4,21.4
2018-04-01,192,14.9,6.9,22.3
2018-04-02,192,16.3,9.6,23.6
2018-04-03,192,17.4,11.9,24.2
2018-04-04,192,14.1,8.9,19
2018-04-05,192,8.9,8.1,9.7
2018-04-06,192,10.4,5.4,17.2
2018-04-07,192,6,0.8,10
2018-04-08,192,8.5,-0.9,13.3
2018-04-09,192,12.9,6.1,20.9
2018-04-10,192,13.6,3.2,20.7
2018-04-11,192,19.1,13.3,25.1
2018-04-12,192,13.7,4.9,21.3
2018-04-13,192,12.4,5.5,17.7
2018-04-14,192,10.2,7.1,12.4
2018-04-15,192,13.1,9,19.4
2018-04-16,192,11.5,2.8,18.5
2018-04-17,192,12.8,5.9,20.5
2018-04-18,192,13.4,5,22.1
2018-04-19,192,14.5,5,24.9
2018-04-20,192,16.4,5.7,28.4
2018-04-21,192,16.5,6.7,25.5
2018-04-22,192,16,13.1,20.5
2018-04-23,192,11.2,10.8,15
2018-04-24,192,12.4,10.3,14.4
2018-04-25,192,13.4,6,21.8
2018-04-26,192,14.2,4.1,24.4
2018-04-27,192,16.1,7.9,25.3
2018-04-28,192,15.4,7.1,24.3
2018-04-29,192,16,9.5,23.1
2018-04-30,192,17.7,12.1,23.6
2018-05-01,192,16.7,11.7,20.4
2018-05-02,192,16.3,9.2,18.9
2018-05-03,192,13.3,8.7,19.1
2018-05-04,192,15.1,4.3,21.6
2018-05-05,192,16.9,5.8,25.2
2018-05-06,192,16.9,15.4,18
2018-05-07,192,16,11.7,19.9
2018-05-08,192,14.9,10.7,18.6
2018-05-09,192,14.1,7.2,20
2018-05-10,192,15.8,9,23.2
2018-05-11,192,16.5,9.7,23.6
2018-05-12,192,17,13.4,20.6
2018-05-13,192,19.6,13.9,26.6
2018-05-14,192,19,10.2,26.9
2018-05-15,192,20.4,12.7,28.2
2018-05-16,192,21,20.1,21.7
2018-05-17,192,21.6,20.7,25.5
2018-05-18,192,21.2,14.3,27.7
2018-05-19,192,15.5,10.6,19.6
2018-05-20,192,15.6,8.3,22.8
2018-05-21,192,17.2,12.4,22.8
2018-05-22,192,17.7,10.3,24.7
2018-05-23,192,19.9,12.6,27.2
2018-05-24,192,18.9,8.8,28.9
2018-05-25,192,19.2,10.3,27.5
2018-05-26,192,19.9,10.8,28
2018-05-27,192,20.3,13.3,26.2
2018-05-28,192,19,17.3,22.5
2018-05-29,192,21.9,17.9,28
2018-05-30,192,22.1,17.9,27.3
2018-05-31,192,19.7,14,27.2
2018-06-01,192,21.4,11.7,32.2
2018-06-02,192,23,13.7,32.4
2018-06-03,192,22,15.4,30.1
2018-06-04,192,22.2,15.2,29.1
2018-06-05,192,19.8,17.3,23.5
2018-06-06,192,22.3,16,30.4
2018-06-07,192,23.2,16.3,31.3
2018-06-08,192,23.5,16.9,30.1
2018-06-09,192,22.7,19.2,26.3
2018-06-10,192,19.6,16.3,22.9
2018-06-11,192,17.7,15.4,21.7
2018-06-12,192,18.5,16.2,23.1
2018-06-13,192,20.1,17.5,25.1
2018-06-14,192,20.1,15.7,25.8
2018-06-15,192,19.7,14.7,25.6
2018-06-16,192,19.3,13.8,26.1
2018-06-17,192,20.4,12.7,28.2
2018-06-18,192,23,16.8,29.6
2018-06-19,192,21.3,19,27.3
2018-06-20,192,23.2,16.8,29.7
2018-06-21,192,23.6,16.9,31.5
2018-06-22,192,22.6,16.3,30.3
2018-06-23,192,22.5,18.2,28.7
2018-06-24,192,25,16.7,33.2
2018-06-25,192,24.6,18.2,32.1
2018-06-26,192,23.1,19.7,26.6
2018-06-27,192,25,22.8,28.7
2018-06-28,192,21.9,20.2,23.9
2018-06-29,192,24.1,21.6,28
2018-06-30,192,21.2,19.6,22.8
2018-07-01,192,23.6,19.5,28.6
2018-07-02,192,24.8,22.9,28.6
2018-07-03,192,23.6,22.7,24.8
2018-07-04,192,26.4,20.7,31.2
2018-07-05,192,23.5,22.2,26.3
2018-07-06,192,21.2,19.9,22.6
2018-07-07,192,21.3,18.4,24.6
2018-07-08,192,20.6,18.2,23.9
2018-07-09,192,19.3,18.1,20.2
2018-07-10,192,24,19.9,28.8
2018-07-11,192,26.6,21.8,31.3
2018-07-12,192,27,22.3,31.9
2018-07-13,192,27.5,23.2,34
2018-07-14,192,28.2,23.2,34.1
2018-07-15,192,28.1,22.7,34.5
2018-07-16,192,27.9,22.6,33.6
2018-07-17,192,27.3,21.8,33.1
2018-07-18,192,27.9,22.8,34.3
2018-07-19,192,28.1,22.1,35
2018-07-20,192,28.6,22.5,36
2018-07-21,192,29.1,23,35.1
2018-07-22,192,27.8,24,33.3
2018-07-23,192,28.6,24,34.2
2018-07-24,192,28.8,23.5,33.5
2018-07-25,192,29.4,24.1,35.2
2018-07-26,192,30.6,24.8,37.1
2018-07-27,192,30,25.1,37.9
2018-07-28,192,28.6,25.7,35
2018-07-29,192,30.5,23.4,36.4
2018-07-30,192,28.1,24.5,34.5
2018-07-31,192,28.4,22.9,34.9
2018-08-01,192,29.1,22.7,36.4
2018-08-02,192,29.4,23.3,36.2
2018-08-03,192,28.9,24.1,33.9
2018-08-04,192,29.3,24.3,34.5
2018-08-05,192,30.6,24.9,37.1
2018-08-06,192,30,24.7,36.8
2018-08-07,192,28.4,25.2,34.4
2018-08-08,192,27.9,23.7,36.1
2018-08-09,192,28.8,25.3,34.7
2018-08-10,192,27.1,24.8,32.2
2018-08-11,192,26.6,23.8,30.5
2018-08-12,192,27.4,23.1,32.8
2018-08-13,192,29.2,24.5,35.8
2018-08-14,192,29.1,22.8,37.1
2018-08-15,192,28.6,22.9,36.8
2018-08-16,192,25.6,22.7,31.2
2018-08-17,192,24.2,19.1,30.1
2018-08-18,192,23.1,16.4,30.6
2018-08-19,192,24.1,18.3,32
2018-08-20,192,24.8,18.9,31.9
2018-08-21,192,26.6,19.4,34
2018-08-22,192,28.9,22.8,34.1
2018-08-23,192,26.4,24.1,29.8
2018-08-24,192,27.8,24.8,31.8
2018-08-25,192,24.5,20.6,27.3
2018-08-26,192,22.2,21.1,24.2
2018-08-27,192,23.7,21.1,27.4
2018-08-28,192,26.1,22.2,31.9
2018-08-29,192,26.4,22.1,31.3
2018-08-30,192,26.6,24.5,30.3
2018-08-31,192,24.3,22.6,25.9
2018-09-01,192,22.3,20.6,26.6
2018-09-02,192,21.1,19.6,23.1
2018-09-03,192,23.4,20.6,25.6
2018-09-04,192,24.2,18.3,31.2
2018-09-05,192,22.4,15.2,29.4
2018-09-06,192,22,17.3,25.1
2018-09-07,192,21.1,17.9,25.6
2018-09-08,192,18.4,15,22.8
2018-09-09,192,20.5,13,27.9
2018-09-10,192,20.3,15.3,26.8
2018-09-11,192,19.5,13.5,25.6
2018-09-12,192,22,14.9,28.4
2018-09-13,192,20.7,18.6,22.5
2018-09-14,192,21.4,19.6,23.7
2018-09-15,192,21.8,20.6,22.8
2018-09-16,192,23.9,20.7,28.9
2018-09-17,192,23.1,20.1,28.5
2018-09-18,192,22.8,18.8,29.1
2018-09-19,192,20.6,15.7,24.3
2018-09-20,192,20.3,19.2,22.3
2018-09-21,192,19.4,17.7,21.4
2018-09-22,192,20.3,15.5,27.6
2018-09-23,192,19.3,12.4,27.5
2018-09-24,192,16.6,12.4,21.8
2018-09-25,192,16.6,8.5,24.9
2018-09-26,192,17.9,11.5,23.2
