index,메뉴,분류,재료1,재료2
2367,소고기퀘사디아,구이류,육류,
2368,브로콜리,채소류,채소류,
2372,흑임자시금치샐러드,샐러드류,채소류,
2373,삼계탕,국탕류,육류,
2374,채소쌈,채소류,채소류,
2375,삼겹살구이,구이류,육류,
2376,비엔나간장볶음,볶음류,육류,
2377,양배추쌈,채소류,채소류,
2389,양배추쌈,나물류,채소류,
2413,젓장,소스류,어패류,양념 및 장류
2414,무비트생채,무침류,채소류,
2415,상추,채소류,채소류,
2435,상추,나물류,채소류,
2440,망고D,소스류,과일류,
2441,내사랑포도,과일류,과일류,
2442,브리또,빵과자류,육류,곡류
2443,라볶이,면류,곡류,
2444,버섯매운국,국탕류,채소류,
2445,바질페스토스파게티,면류,채소류,
2446,봄나물비빔밥,비빔밥볶음밥류,채소류,
2447,사과고구마그라탕,조림류,과일류,곡류
2448,새우완자전,전류,어패류,
2449,칼국수,면류,곡류,
2458,대추채멸치볶음,볶음류,어패류,
2459,"곰취,명이나물-장아찌",장아찌류,채소류,
2460,두부동그랑땡,전류,두류,
2461,황태두부국,국탕류,어패류,
2462,청양고추계란말이,구이류,난류,
2463,취나물된장볶음,볶음류,채소류,
2464,오이지,무침류,채소류,
2465,채소볶음밥,비빔밥볶음밥류,채소류,
2469,불미나리무침,무침류,채소류,
2470,열대과일,과일류,과일류,
2471,살구복숭아주스,음료류,과일류,
2472,해파리무침,무침류,어패류,
2473,상추파채무침,무침류,채소류,
2474,쫄면야채무침,무침류,곡류,
2475,단호박크림스프,스프류,채소류,
2476,코다리조림,조림류,어패류,
2477,가자미엿장구이,구이류,어패류,
2478,사우전D,소스류,채소류,
2482,오징어무국,국탕류,어패류,
2483,황태무채국,국탕류,어패류,
2484,닭봉오븐구이,구이류,육류,
2485,메밀전병,전류,곡류,
2489,오삼불고기,구이류,육류,
2490,햄감자채볶음,볶음류,육류,곡류
2491,버섯불고기,구이류,육류,
2492,팬케익,빵과자류,곡류,
2493,오징어어묵무침,무침류,어패류,
2494,소시지감자볶음,볶음류,육류,
2495,낙지비빔밥,비빔밥볶음밥류,어패류,
2499,단호박범벅,죽류,채소류,
2500,모둠버섯볶음,볶음류,채소류,
2501,부추팽이겉절이,김치류,채소류,
2502,추가밥,밥류,곡류,
2506,삼색만두채소무침,무침류,채소류,
2507,가지양파무침,무침류,채소류,
2508,목살김치찌개,찌개류,육류,
2509,핫케이크,빵과자류,곡류,
2510,홍합살미역국,국탕류,해조류,
2511,타르소스,소스류,양념 및 장류,
2512,가지고추장무침,무침류,채소류,
2513,김치찌개,찌개류,채소류,
2514,두반장가지볶음,볶음류,채소류,
2515,(New)등심찹쌀꿔바로우,튀김류,육류,
2516,유부김치국,국탕류,두류,김치류
2517,청경채김치,김치류,채소류,
2518,수제고로케,튀김류,채소류,곡류
2519,수제고로케,튀김류,곡류,채소류
2520,수제고로케,빵과자류,채소류,곡류
2521,수제고로케,빵과자류,곡류,채소류
2522,마늘쫑건새우무침,무침류,어패류,
2523,타워함박스테이크,구이류,육류,
2524,진미채무말랭이무침,무침류,어패류,
2525,치커리유자청무침,무침류,채소류,
2526,수박,과일류,과일류,
2527,버섯탕수,튀김류,채소류,
2528,소고기샤브국,국탕류,육류,
2529,생선가스,튀김류,어패류,
2533,오프룻요거트,유제품류,유제품류,
2534,양념,소스류,양념 및 장류,
2543,얼큰낙지죽,죽류,어패류,
2544,아귀매운탕,국탕류,어패류,
2545,양념깻잎찜,찜류,채소류,
2546,(New)치킨마요덮밥,덮밥국밥류,육류,
2547,연복풍덮밥,덮밥국밥류,채소류,양념 및 장류
2548,과일플레인샐러드,샐러드류,채소류,과일류
2549,돌나물초장,소스류,채소류,
2550,쭈삼불고기,구이류,육류,어패류
2551,취나물쌈장무침,무침류,채소류,
2552,삼겹살볶음밥,비빔밥볶음밥류,육류,
2553,간장돼지갈비찜,찜류,육류,
2554,새송이버섯죽,죽류,채소류,
2555,사골옹심이만둣국,국탕류,곡류,
2556,멸치마늘종조림,조림류,어패류,
2557,메추리알짜장떡볶이,떡류,난류,
2558,김구이,해조류,해조류,
2567,칠리소스두부브로컬리볶음,볶음류,두류,채소류
2568,임연수찜,찜류,어패류,
2569,과일샐러드,샐러드류,채소류,
2570,에그타르트,빵과자류,난류,
2571,수수밥,밥류,곡류,
2572,무쌈깻잎,무침류,채소류,
2573,씨크립샌드,빵과자류,어패류,
2574,해물손수제비,국탕류,어패류,
2575,닭오븐구이,구이류,육류,
2576,돼지갈비찜,찜류,육류,
2577,흑미두부죽,죽류,곡류,
2578,옛날소시지전,전류,육류,
2579,꽁치김치찜,찜류,어패류,
2580,얼갈이나물,무침류,채소류,
2581,날치알김치볶음밥,비빔밥볶음밥류,어패류,김치류
2582,모듬장조림(소고기),조림류,육류,
2583,제육볶음,구이류,육류,
2584,곤약흑임자무침,무침류,채소류,
2585,햄전,전류,육류,
2586,감자양념조림,조림류,곡류,
2587,에그갈릭토스트,빵과자류,난류,
2588,오렌지빵,빵과자류,과일류,
2589,닭살겨자냉채,샐러드류,육류,
2590,콩나물밥,밥류,채소류,
2599,고구마치즈빵,빵과자류,곡류,
2600,오렌지,과일류,과일류,
2609,두부부침,부침류,두류,
2610,새송이버섯장조림,조림류,채소류,
2611,(New)명란연근전,전류,어패류,채소류
2612,열무김치볶음,볶음류,김치류,
2613,조갯살근대국,국탕류,어패류,
2614,쇠불고기,구이류,육류,
2615,오이생채,무침류,채소류,
2616,닭간장볶음,볶음류,육류,
2617,얼갈이국,국탕류,채소류,
2618,케이준치킨샐러드,샐러드류,채소류,
2619,치킨까스,튀김류,육류,
2628,돈까스또띠아,빵과자류,육류,곡류
2629,된장찌개,찌개류,양념 및 장류,
2630,들깨시래기국,국탕류,채소류,
2631,도라지오이무침,무침류,채소류,
2632,양배추,채소류,채소류,
2636,쌈,채소류,채소류,
2640,수완왕갈비맛통닭,튀김류,육류,
2641,겨울초겉절이,김치류,김치류,
2642,(New)할라피뇨멸치주먹밥,비빔밥볶음밥류,어패류,
2643,돈채표고버섯볶음,볶음류,채소류,
2644,방어양념장구이,구이류,어패류,
2645,후리가케덮밥,덮밥국밥류,양념 및 장류,
2646,쇠고기육전,전류,육류,
2647,치킨텐더,튀김류,육류,
2656,미트볼피망볶음,볶음류,육류,
2657,근대감자국,국탕류,곡류,
2658,우동국,국탕류,곡류,
2659,오므라이스,비빔밥볶음밥류,난류,
2660,보리밥,밥류,곡류,
2661,깐풍육,구이류,육류,
2662,생야채,채소류,채소류,
2671,그린샐러드,샐러드류,채소류,
2752,짜장잡채밥,비빔밥볶음밥류,양념 및 장류,
2753,유부장국,국탕류,두류,
2754,호박잎된장찌개,찌개류,채소류,
2755,나박물김치,김치류,김치류,
2756,치즈볼,빵과자류,유제품류,
2757,삼치구이,구이류,어패류,
2761,오이냉국,국탕류,채소류,
2762,크루통샐러드,샐러드류,채소류,
2771,딸기D,소스류,과일류,
2780,(New)돈갈비김치찌개,찌개류,육류,
2781,백종원의사라다빵,빵과자류,채소류,유제품류
2782,호떡,빵과자류,곡류,
2783,참나물초장무침,무침류,채소류,
2784,목살찹스테이크,구이류,육류,
2785,매콤떡갈비조림,조림류,육류,
2786,미더덕콩나물찜,찜류,어패류,
2787,바나나드레싱,소스류,과일류,
2788,갈치양념조림,조림류,어패류,
2789,사과베이비샐러드,샐러드류,채소류,과일류
2790,미니우동,면류,곡류,
2791,고추지,무침류,채소류,
2792,단무지양념무침,무침류,채소류,
2793,케일숙쌈,나물류,채소류,
2794,가쓰오장국,국탕류,양념 및 장류,
2795,찰현미밥,밥류,곡류,
2796,모둠묵,묵류,곡류,
2797,모둠묵,묵류,채소류,
2800,오이사과무침,무침류,채소류,과일류
2801,삼색콜리,채소류,채소류,
2802,초고추장,소스류,양념 및 장류,
2803,토마토스파게티(작은밥),면류,양념 및 장류,곡류
2804,치커리귤무침,무침류,채소류,
2805,오이양배추피클,채소류,채소류,
2806,고등어구이,구이류,어패류,
2810,궁중떡볶음,떡류,곡류,
2811,(쌀밥,밥류,곡류,
2812,미니떡갈비조림,조림류,육류,
2813,옛날왕돈까스,튀김류,육류,
2814,돈까스,튀김류,육류,
2815,양념깻잎지,무침류,채소류,
2816,오렌지드레싱,소스류,과일류,
2817,파닭,튀김류,육류,
2818,물파래초무침,무침류,채소류,
2819,콘소스D,소스류,곡류,
2820,봄동된장무침,무침류,채소류,
2821,흑미밥,밥류,곡류,
2822,주먹밥,밥류,곡류,
2823,크림카레우동,면류,양념 및 장류,
2824,장각삼계탕,국탕류,육류,
2825,사과오이무침,무침류,과일류,채소류
2826,상추쑥갓생채,무침류,채소류,
2827,열무나물무침,무침류,김치류,
2828,연두부샐러드,샐러드류,채소류,
2832,검은깨올방개묵무침,무침류,채소류,
2833,와사비무쌈,무침류,채소류,
2837,유산슬,볶음류,육류,채소류
2838,불고기덮밥,덮밥국밥류,육류,
2839,사골우거지국,국탕류,육류,
2840,오이미역무침,무침류,해조류,
2841,치커리들깨무침,무침류,채소류,
2842,완두콩스프,스프류,두류,
2843,아몬드멸치볶음,볶음류,어패류,
2844,해물볶음,볶음류,어패류,
2845,안동찜닭,찜류,육류,
2846,미니돈까스,튀김류,육류,
2847,오꼬노미계란말이,구이류,난류,
2848,돈나물오리엔탈무침,무침류,채소류,
2849,비엘티샌드위치,빵과자류,육류,채소류
2850,보쌈김치,김치류,육류,김치류
2851,하와이안필라프,비빔밥볶음밥류,과일류,
2852,웨지감자오븐구이,구이류,곡류,
2853,모듬어묵볶음,볶음류,어패류,
2854,오리고추장불고기,구이류,육류,
2855,새우완자국,국탕류,어패류,
2856,골뱅이채소무침,무침류,어패류,
2860,실곤약,면류,곡류,
2861,닭볶음,볶음류,육류,
2862,바지락콩나물국,국탕류,어패류,
2863,미니함박조림,조림류,육류,
2864,깻잎,채소류,채소류,
2868,비타민흑임자샐러드,샐러드류,채소류,
2872,허니버터치킨,튀김류,육류,
2873,감자채피망볶음,볶음류,곡류,채소류
2874,소고기된장찌개,찌개류,육류,
2875,요거닭,튀김류,육류,유제품류
2876,몽골식돈육볶음,볶음류,육류,
2880,(New)수제단호박식혜,음료류,채소류,
2881,미니쌀국수,면류,곡류,
2882,소고기무우국,국탕류,육류,
2883,대패삼겹살볶음,볶음류,육류,
2884,돌나물무침,무침류,채소류,
2885,포테이토오븐구이,구이류,곡류,
2886,시금치나물무침,무침류,채소류,
2887,축하떡,떡류,곡류,
2888,굴미역국,국탕류,해조류,
2889,오리훈제고추장볶음,볶음류,육류,
2890,샤워크림새우,튀김류,어패류,
2891,햄계란말이,구이류,난류,육류
2892,냉이된장찌개,찌개류,채소류,
2893,소고기주먹밥,비빔밥볶음밥류,육류,
2894,김밥볶음밥,비빔밥볶음밥류,채소류,
2895,단호박스프,스프류,채소류,
2896,계란떡볶이,떡류,양념 및 장류,곡류
2897,건새우아욱국,국탕류,어패류,
2898,피홍합탕,국탕류,어패류,
2899,군고구마,구이류,곡류,
2900,땅콩멸치조림,조림류,어패류,
2901,야채샐러드,샐러드류,채소류,
2902,조각케익,빵과자류,곡류,
2903,너비아니구이,구이류,육류,
2904,브로콜리숙회,회류,채소류,
2908,훈제오리볶음,볶음류,육류,
2909,옹심이만두떡국,국탕류,곡류,
2910,오징어국,국탕류,어패류,
2911,콩나물국,국탕류,채소류,
2912,동그랑땡강정,튀김류,육류,
2913,멸치크랜베리볶음,볶음류,어패류,
2914,시래기지짐,찜류,채소류,
2915,가지쇠고기볶음,볶음류,육류,
2916,부채살오므라이스,비빔밥볶음밥류,육류,
2917,부추와사비무침,무침류,채소류,
2918,가쯔오국,국탕류,양념 및 장류,
2919,실곤약냉채,샐러드류,채소류,
2920,땡초주먹밥,비빔밥복음밥류,채소류,
2921,삼겹살야채비빔면,면류,육류,
2922,류산슬,볶음류,육류,채소류
2923,콩가루배춧국,국탕류,채소류,
2924,돈육도라지고추장볶음,볶음류,육류,
2925,소고기계란장조림,조림류,육류,난류
2926,꽃맛살오리엔탈샐러드,샐러드류,채소류,채소류
2927,깐풍두부,구이류,두류,
2928,새우만두,만두류,어패류,
2929,도라지오이생채,무침류,채소류,
2930,감자채볶음,볶음류,곡류,
2931,쫑상추무침,무침류,채소류,
2932,팝콘치킨,튀김류,육류,
2936,데리야끼소스,소스류,양념 및 장류,
2945,쑥갓두부무침,무침류,두류,채소류
2946,우불고기,구이류,육류,
2947,샐러드파스타,면류,채소류,
2948,모둠튀김,튀김류,채소류,
2950,모둠튀김,튀김류,채소류,육류
2957,소고기미역국,국탕류,해조류,육류
2958,맛탕,볶음류,곡류,
2959,고구마줄기볶음,볶음류,채소류,
2960,콩비지김치찌개,찌개류,두류,김치류
2961,오징어땅콩조림,조림류,어패류,
2962,섭산적고추장구이,구이류,육류,
2963,김치제육볶음,볶음류,육류,
2964,꼬막찜,찜류,어패류,
2965,새우볶음밥,비빔밥볶음밥류,어패류,
2966,황태국수,면류,어패류,
2967,닭살냉채,샐러드류,육류,
2968,골뱅이소면무침,무침류,어패류,
2969,가지무침,무침류,채소류,
2970,오리들깨탕,국탕류,육류,
2971,돈수육,찜류,육류,
2972,만두탕수육,튀김류,육류,
2973,피바지락배추국,국탕류,어패류,
2974,클로렐라,해조류,채소류,곡류
2975,상추무침,무침류,채소류,
2979,돈육잡채,면류,육류,
2980,해물잡채,면류,어패류,
2981,볼어묵조림,조림류,어패류,
2982,열무비빔국수,면류,곡류,김치류
2983,숙주나물무침,무침류,채소류,
2984,새송이버섯조림,조림류,채소류,
2985,해물콩나물찜,찜류,어패류,
2986,야채소시지전,전류,육류,
2987,야채소시지전,전류,채소류,육류
2990,훈제오리불고기,구이류,육류,
2991,모둠튀김(만두*고추*통계란),튀김류,채소류,난류
2992,숙주미나리잡채,면류,채소류,
2993,자반고등어찜,찜류,어패류,
2994,오징어초무침,무침류,어패류,
2995,삼계국밥,덮밥국밥류,육류,
2996,얼갈이겉절이,김치류,채소류,
2997,(New)아롱사태샐러드,샐러드류,채소류,채소류
2998,들깨소스,소스류,곡류,
2999,반달호박나물,나물류,채소류,
3000,맛살콩나물냉채,샐러드류,어패류,
3001,토마토샌드위치,빵과자류,과일류,
3002,홍합미역국,국탕류,해조류,어패류
3003,꽃상추무침,무침류,채소류,
3004,샐러리샐러드,샐러드류,채소류,
3005,동태콩나물찜,찜류,어패류,
3006,(NeW)깐풍아귀,구이류,어패류,
3007,허니슈스트링감자,튀김류,곡류,
3008,바나나시나몬토스트,빵과자류,과일류,
3009,소세지오븐구이,구이류,육류,
3010,고등어김치찜,찜류,어패류,김치류
3011,소고기매운국,국탕류,육류,
3012,김치콩나물국,국탕류,채소류,
3013,김치전,전류,김치류,
3014,왕만두,만두류,육류,
3015,꽁치오븐구이,구이류,어패류,
3016,닭개장,찌개류,육류,
3017,새우살죽,죽류,어패류,
3021,검정콩밥,밥류,곡류,
3022,애호박볶음,볶음류,채소류,
3023,상추파무침,무침류,채소류,
3024,호박고구마오븐구이,구이류,채소류,
3025,수제돈까스,튀김류,육류,
3034,해물볶음밥,비빔밥볶음밥류,어패류,
3035,고추잎나물,나물류,채소류,
3036,크림롤케익,빵과자류,곡류,
3037,새송이고추장구이,구이류,채소류,
3038,참치파개장,찌개류,어패류,
3039,두부카프레제샐러드,샐러드류,채소류,
3040,치자밥,밥류,곡류,
3041,닭매운찜,찜류,육류,
3042,버섯영양밥,밥류,채소류,
3046,우렁양념장,소스류,어패류,양념 및 장류
3047,(New)배추오이흑임자무침,무침류,채소류,
3048,쑥된장국,국탕류,채소류,
3049,쇠고기해장국,국탕류,육류,
3050,해물죽,죽류,어패류,
3051,표고돈육탕수,튀김류,육류,
3052,매운호박볶음,볶음류,채소류,
3053,콩가루된장국,국탕류,채소류,
3054,쪽파국,국탕류,채소류,
3055,파김치,김치류,김치류,
3056,삼색물만두무침,무침류,육류,
3057,시금치초장무침,무침류,채소류,
3058,근대국,국탕류,채소류,
3059,(New)버터치킨카레소스,소스류,육류,양념 및 장류
3060,영양부추생채,무침류,채소류,
3061,매운소고기국,국탕류,육류,
3062,돈까스김치나베,찌개류,육류,김치류
3063,데리야끼파닭,튀김류,육류,
3064,견과류샐러드,샐러드류,채소류,
3073,해물짬뽕국,국탕류,어패류,
3074,연근유자피클,채소류,채소류,
3075,김치주먹밥,밥류,김치류,
3076,콘치즈오븐구이,구이류,곡류,유제품류
3077,콩자반,나물류,곡류,
3078,홍삼,음료류,채소류,
3079,크란치바,빵과자류,곡류,
3080,요거트감귤D,소스류,유제품류,유제품류
3081,닭가슴살겨자무침,무침류,육류,
3082,통배추겉절이,김치류,김치류,
3083,케익,빵과자류,곡류,
3084,유자청D,소스류,과일류,
3085,크로아상샌드위치,빵과자류,곡류,
3086,후난식볶음밥,비빔밥볶음밥류,육류,
3087,비빔국수,면류,양념 및 장류,
3088,간장치킨,튀김류,육류,
3089,동파육,조림류,육류,
3090,호박볶음,볶음류,채소류,
3091,근대고추장무침,무침류,채소류,
3092,올방개묵무침,무침류,채소류,
3093,옛날돈가스,튀김류,육류,
3094,미소장국,국탕류,양념 및 장류,
3095,머위대들깨볶음,볶음류,채소류,
3096,마늘,채소류,채소류,
3105,새우젓,소스류,어패류,
3106,미역레몬초무침,무침류,해조류,
3107,아귀지리탕,국탕류,어패류,
3108,가지나물,나물류,채소류,
3109,사과청경채무침,무침류,과일류,
3110,두부떡국,국탕류,두류,
3111,목살데리야끼,구이류,육류,
3112,"(대추,표고,밤)",견과류,곡류,
3113,삼색귤소스무침,무침류,과일류,
3114,잣죽,죽류,곡류,
3115,스팸계란전,전류,육류,난류
3116,베이컨치즈베이글,빵과자류,육류,
3117,오이지무침,무침류,채소류,
3118,청경채사과생채,무침류,채소류,
3119,베이글,빵과자류,곡류,
3120,무생채,무침류,채소류,
3121,무나물들깨볶음,볶음류,채소류,
3122,고구마떡볶이,떡류,곡류,
3123,흑미쌀찐빵,빵과자류,곡류,
3124,허니버터옥수수,디저트,곡류,유제품류
3125,얼큰소고기무국,국탕류,육류,
3126,오리훈제마늘볶음,볶음류,육류,
3127,또띠아칩,빵과자류,곡류,
3128,연유후레쉬,빵과자류,유제품류,
3129,푸실리파스타샐러드,샐러드류,채소류,채소류
3130,건취나물볶음,볶음류,채소류,
3131,치커리단감무침,무침류,채소류,
3132,잡채밥,밥류,육류,
3133,잡채밥,밥류,채소류,곡류
3136,손수제비국,국탕류,곡류,
3137,순두부찌개,찌개류,두류,
3138,참치채소볶음,볶음류,어패류,
3139,배추쌈,채소류,채소류,
3140,콩나물파채,나물류,채소류,
3141,히레카츠,튀김류,육류,
3142,동파삼겹수육,찜류,육류,
3143,양배추채무침,무침류,채소류,
3144,꽃게찌개,찌개류,어패류,
3145,꽁치허브구이,구이류,어패류,
3146,꽃빵,빵과자류,곡류,
3147,개성식메밀부침개,전류,채소류,
3148,연근흑임자샐러드,샐러드류,채소류,
3149,삼치양념구이,구이류,어패류,
3150,언양식불고기,구이류,육류,
3154,양파채,채소류,채소류,
3155,명태코다리조림,조림류,어패류,
3156,마카로니샐러드,샐러드류,채소류,곡류
3157,두부된장찌개,찌개류,두류,
3158,샐러드,샐러드류,채소류,
3167,군만두,만두류,채소류,육류
3168,군만두,만두류,육류,
3176,바베큐장각오븐구이,구이류,육류,
3177,석류D,소스류,과일류,
3181,깻순나물,나물류,채소류,
3182,양배추샐러드,샐러드류,채소류,
3207,꽁치레몬구이,구이류,어패류,
3208,(New)오리들깨탕,국탕류,육류,
3209,순대오징어볶음,볶음류,육류,어패류
3210,가자미구이,구이류,어패류,
3211,치즈닭갈비,구이류,육류,
3212,바지락국,국탕류,어패류,
3213,고갈비구이,구이류,어패류,
3214,오미자D,소스류,과일류,
3215,매생이굴국,국탕류,해조류,
3216,모듬버섯탕수육,튀김류,채소류,
3217,가자미엿장조림,조림류,어패류,
3218,마늘쫑새우볶음,볶음류,채소류,
3219,모듬떡볶이,떡류,곡류,
3220,실곤약야채무침,무침류,채소류,
3221,매운순대국밥,덮밥국밥류,육류,
3222,우엉조림,조림류,채소류,
3223,순살파닭,튀김류,육류,
3224,맑은순두부국,국탕류,두류,
3225,짠지오이무침,무침류,채소류,
3226,건새우호박볶음,볶음류,어패류,
3227,적어양념장구이,구이류,양념 및 장류,
3228,목살간장조림,조림류,육류,
3229,순살양념치킨,튀김류,육류,
3230,컬리플라워샐러드,샐러드류,채소류,
3231,(지단.김가루),해조류,해조류,
3232,우엉어묵볶음,볶음류,어패류,
3233,새우살볶음밥,비빔밥볶음밥류,어패류,
3234,단무지무침,무침류,채소류,
3235,(New)궁보계정,볶음류,육류,
3236,새우튀김,튀김류,어패류,
3240,크림소스,소스류,양념 및 장류,
3241,곤약어묵볶음,볶음류,어패류,
3242,호두견과류강정,튀김류,곡류,
3243,소불고기덮밥,덮밥국밥류,육류,
3244,참치채소죽,죽류,어패류,
3245,치킨마요덮밥,덮밥국밥류,육류,
3246,땅콩소스,소스류,곡류,
3247,시금치두부무침,무침류,두류,채소류
3248,크랜베리단호박샐러드,샐러드류,채소류,
3249,볶음김치,김치류,김치류,
3250,우동장국,국탕류,곡류,양념 및 장류
3251,우엉땅콩조림,조림류,채소류,곡류
3252,마늘베이컨볶음밥,비빔밥볶음밥류,육류,
3253,두부참치조림,조림류,어패류,두류
3254,소고기메추리알장조림,조림류,육류,난류
3255,봄동전,전류,채소류,
3259,돈사태김치찜,찜류,육류,김치류
3260,명태양념조림,찜류,어패류,
3261,소고기콩나물밥,비빔밥볶음밥류,육류,
3262,감자고구마샐러드,샐러드류,채소류,
3263,느타리애호박볶음,볶음류,채소류,
3264,맛살떡샐러드,샐러드류,채소류,
3265,버섯죽,죽류,채소류,
3266,미역소고기죽,죽류,해조류,육류
3267,팥죽,죽류,곡류,
3268,(New)빠네파스타,면류,곡류,유제품류
3269,비프스파게티,면류,육류,곡류
3270,봄동무침,무침류,채소류,
3271,매생이국,국탕류,해조류,
3272,수삼닭죽,죽류,육류,
3273,부추생채,무침류,채소류,
3277,대패삼겹,구이류,육류,
3278,파채,나물류,채소류,
3282,통마늘너비아니조림,조림류,육류,
3283,쇠고기우거지국,국탕류,육류,
3284,쇠고기매운버섯국,국탕류,육류,
3285,자장소스,소스류,양념 및 장류,
3294,햄에그샌드위치,빵과자류,육류,난류
3295,방풍나물무침,무침류,채소류,
3296,감자비엔나볶음,볶음류,육류,
3297,쌈추전,전류,채소류,
3298,궁중떡볶이,떡류,곡류,
3299,돈갈비양념구이,구이류,육류,
3300,쇠고기청경채볶음,볶음류,육류,
3301,통계란꼬치어묵탕,탕류,난류,어패류
3302,매생이전,전류,해조류,
3303,견과쌈장,소스류,곡류,
3304,매실D,소스류,과일류,
3305,고춧잎볶음,볶음류,채소류,
3306,우동국물,국탕류,어패류,
3307,매콤시래기된장지짐,무침류,채소류,양념 및 장류
3308,왕새우튀김,튀김류,어패류,
3309,미트볼파스타,면류,육류,곡류
3310,견과류연근조림,조림류,채소류,
3311,차조밥,밥류,곡류,
3312,시저샐러드,샐러드류,채소류,
3316,시저드레싱,소스류,양념 및 장류,
3317,깻잎양념찜,찜류,채소류,
3318,(New)코코뱅,국탕류,육류,
3319,오징어튀김,튀김류,어패류,
3323,초간장,소스류,채소류,
3324,초간장,소스류,양념 및 장류,
3332,인절미,떡류,곡류,
3333,연근,나물류,채소류,
3334,인기가요샌드,빵과자류,유제품류,곡류
3335,누룽지,밥류,곡류,
3336,버섯들깨죽,죽류,채소류,
3337,건새우마늘쫑볶음,볶음류,어패류,
3338,섭산적구이,구이류,육류,
3339,대파육개장,찌개류,육류,
3341,대파육개장,국탕류,육류,
3343,연어스테이크,구이류,어패류,
3344,달래새우전,전류,어패류,
3345,도토리묵채소무침,무침류,채소류,
3346,호박숙,죽류,채소류,
3350,씨앗쌈장,소스류,채소류,
